1842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Last Update,Year,Sub Region,BU,Cluster,Country,Category,Range,Campaign,Playb ID,MX ID,CDU Naming,Burst,Media,Media Subtype,PM Type,Initial Date,End Date,Duration (W),Duration (D),Initial Month (num),Initial Month,End Month,Total Budget,Q1,Q2,Q3,Q4,Budget Check,Total WOA,W Off Air,Total TRPs,Total R1+,Total R3+,NS vs WM,Medium vs Campaign Budget,Medium vs Range Buget,Campaign vs Range Budget,Campaign vs Category Budget,Range vs Category Budget,Count Unique Campaigns,Similarity Index,Bgt Unique Cmps,Count Similar Campaigns,Bgt Similar Cmp,Similarity Check,is Q1?,SIX excl Q1,Sum of Sim Campaign Budget,Biggest Budget for the Sim Cmpn (cluster),Country Flag,Lead Country,Media Lead,Country + BU,Category Leads,// Q1,// Q2,// Q3,// Q4,Sort Media Subtype,
, ABP 2025 ,2025,LATAM,Derma,LATAM,Chile,Face,Anti Pigment,Serum (Avengers),,,,1,Digital,PM & FF,PM Advanced,1-Mar-25,30-Apr-25,9,60,3,Mar,Apr, 92 , 46 , 46 ,,, TRUE ,,,,,,,100%,73%,11%,3%,25.3%, -   , 1.00 , -   , 0.12 , 92.00 , 6.00 , No , 1.90 , 92.00 ," 1,668.00 ",###############################################################################################################################################################################################################################################################, Brazil , Daniela Antonio , Brazil Derma , Rodrigo Fraga , 1.00 , 1.00 , -   , -   , 1 ,
, ABP 2025 ,2025,LATAM,Derma,LATAM,Chile,Sun,Sun,Hydro Fluid Tinted (Bacalar),,,,1,Digital,PM & FF,PM Advanced,1-Aug-25,30-Dec-25,22,151,8,Aug,Dec, 242 ,,, 96 , 146 , TRUE ,,,,,,,100%,74%,28%,15%,53.5%, -   , 0.50 , -   , 0.09 , 242.00 , 13.00 , No , 3.53 , 430.00 ," 1,821.72 ",###############################################################################################################################################################################################################################################################, Mexico , Marbella Montes , Mexico Derma , Susana Alfaro , -   , -   , 1.00 , 1.00 , 1 ,
, ABP 2025 ,2025,LATAM,Derma,LATAM,Chile,Sun,Sun,Sun Range,,,,1,Digital,PM & FF,PM Advanced,1-Jan-25,30-Jul-25,30,210,1,Jan,Jul, 249 , 144 , 70 , 35 ,, TRUE ,,,,,,,64%,74%,72%,38%,53.5%, -   , 0.20 , -   , 0.09 , 249.00 , 6.00 , Yes , -   ,  , -   ,  ,  ,  ,   ,  , 1.00 , 1.00 , 1.00 , -   , 1 ,
, ABP 2025 ,2025,LATAM,Derma,LATAM,Chile,Sun,Sun,Sun Range,,,,1,Digital,Influencers,Non PM,1-Jan-25,30-Dec-25,52,363,1,Jan,Dec, 172 , 44 , 42 , 42 , 44 , TRUE ,,,,,,,16%,11%,72%,38%,53.5%, -   , 0.20 , -   , 0.09 , 172.00 , 6.00 , Yes , -   ,  , -   ,  ,  ,  ,   ,  , 1.00 , 1.00 , 1.00 , 1.00 , 4 ,
, ABP 2025 ,2025,LATAM,Derma,LATAM,Colombia,Body,Body Range,Search AWON,,,,1,Digital,Other Digital,Non PM,15-Jan-25,31-Dec-25,50,350,1,Jan,Dec, 25 , 5 , 6 , 6 , 6 , TRUE ,,,,,,,100%,100%,100%,51%,50.9%, -   , 1.00 , -   , 0.22 , 24.84 , 1.00 , Yes , -   ,  , -   ,  ,  ,  ,   ,  , 1.00 , 1.00 , 1.00 , 1.00 , 6 ,
, ABP 2025 ,2025,LATAM,Derma,LATAM,Colombia,Face,Acne,Dermopure Body (Bacne),,,,1,Digital,PM & FF,PM Advanced,1-Apr-25,15-Jun-25,11,75,4,Apr,Jun, 24 , -   , 24 , -   , -   , TRUE ,,,,,,,34%,41%,22%,8%,24.5%, -   , 0.33 , -   , 0.12 , 23.76 , 3.00 , No , 2.57 , 69.76 ," 1,687.20 ",###############################################################################################################################################################################################################################################################, Brazil , Daniela Antonio , Brazil Derma , Rodrigo Fraga , -   , 1.00 , -   , -   , 1 ,
, ABP 2025 ,2025,LATAM,Derma,LATAM,Colombia,Face,Acne,Dermopure RL,,,,1,Digital,PM & FF,PM Advanced,1-Oct-25,31-Dec-25,13,91,10,Oct,Dec, 30 , -   , -   , -   , 30 , TRUE ,,,,,,,57%,41%,51%,13%,24.5%, -   , 0.33 , -   , 0.12 , 30.24 , 4.00 , No , 1.83 , 105.24 , 128.63 ,###############################################################################################################################################################################################################################################################, Colombia , Zulema Torres (TBC) , Peru Derma , TBC , -   , -   , -   , 1.00 , 1 ,
, ABP 2025 ,2025,LATAM,Derma,LATAM,Colombia,Face,Acne,Dermopure RL,,,,1,Digital,Influencers,Non PM,1-Oct-25,31-Dec-25,13,91,10,Oct,Dec, 45 , -   , -   , -   , 45 , TRUE ,,,,,,,43%,22%,51%,13%,24.5%, -   , 0.33 , -   , 0.12 , 45.00 , 4.00 , No , 1.83 , 105.24 , 128.63 ,###############################################################################################################################################################################################################################################################, Colombia , Zulema Torres (TBC) , Peru Derma , TBC , -   , -   , -   , 1.00 , 4 ,
, ABP 2025 ,2025,LATAM,Derma,LATAM,Colombia,Face,Anti Pigment,Elasticity Motown,,,,1,Digital,PM & FF,PM Advanced,1-Apr-25,15-Jun-25,11,75,4,Apr,Jun, 24 , -   , 24 , -   , -   , TRUE ,,,,,,,100%,46%,23%,6%,24.6%, -   , 0.50 , -   , 0.12 , 23.76 , 6.00 , No , 2.00 , 47.76 , 236.00 ,###############################################################################################################################################################################################################################################################, Mexico , Marbella Montes , Mexico Derma , Susana Alfaro , -   , 1.00 , -   , -   , 1 ,
, ABP 2025 ,2025,LATAM,Derma,LATAM,Colombia,Face,Anti Age,Epigenetics,,,,1,Digital,PM & FF,PM Advanced,15-Jan-25,31-Mar-25,11,75,1,Jan,Mar, 30 , 30 ,,,, TRUE ,,,,,,,52%,54%,94%,48%,50.9%, -   , 0.10 , -   , 0.12 , 30.24 , 21.00 , Yes , -   ,  , -   ,  ,  ,  ,   ,  , 1.00 , -   , -   , -   , 1 ,
, ABP 2025 ,2025,LATAM,Derma,LATAM,Colombia,Face,Anti Age,Epigenetics,,,,2,Digital,PM & FF,PM Advanced,1-Sep-25,30-Dec-25,17,120,9,Sep,Dec, 30 ,,, 18 , 12 , TRUE ,,,,,,,52%,54%,94%,48%,50.9%, -   , 0.10 , -   , 0.12 , 30.24 , 21.00 , Yes , -   ,  , -   ,  ,  ,  ,   ,  , -   , -   , 1.00 , 1.00 , 1 ,
, ABP 2025 ,2025,LATAM,Derma,LATAM,Colombia,Face,Anti Age,Epigenetics,,,,1,Digital,Other Digital,Non PM,1-Apr-25,31-Dec-25,39,274,4,Apr,Dec, 19 , -   , 10 , 3 , 6 , TRUE ,,,,,,,5%,5%,94%,48%,50.9%, -   , 0.10 , -   , 0.12 , 19.44 , 21.00 , Yes , -   ,  , -   ,  ,  ,  ,   ,  , -   , 1.00 , 1.00 , 1.00 , 6 ,
, ABP 2025 ,2025,LATAM,Derma,LATAM,Colombia,Face,Anti Age,Epigenetics,,,,1,Digital,Influencers,Non PM,1-Jan-25,30-Mar-25,13,88,1,Jan,Mar, 25 , 25 ,,,, TRUE ,,,,,,,14%,13%,94%,48%,50.9%, -   , 0.10 , -   , 0.12 , 25.00 , 21.00 , Yes , -   ,  , -   ,  ,  ,  ,   ,  , 1.00 , -   , -   , -   , 4 ,
, ABP 2025 ,2025,LATAM,Derma,LATAM,Colombia,Face,Anti Age,Epigenetics,,,,2,Digital,Influencers,Non PM,1-Jul-25,30-Oct-25,17,121,7,Jul,Oct, 30 ,,, 20 , 10 , TRUE ,,,,,,,14%,13%,94%,48%,50.9%, -   , 0.10 , -   , 0.12 , 30.00 , 21.00 , Yes , -   ,  , -   ,  ,  ,  ,   ,  , -   , -   , 1.00 , 1.00 , 4 ,
, ABP 2025 ,2025,LATAM,Derma,LATAM,Colombia,Face,Anti Pigment,The Search is Over,,,,1,Digital,Other Digital,Non PM,15-Jun-25,15-Aug-25,9,61,6,Jun,Aug, 25 , -   , 5 , 19 , -   , TRUE ,,,,,,,24%,21%,50%,12%,24.6%, -   , 0.33 , -   , 0.12 , 24.84 , 4.00 , Yes , 0.50 ,  , 138.52 ,  ,  ,  ,   ,  , -   , 1.00 , 1.00 , -   , 6 ,
, ABP 2025 ,2025,LATAM,Derma,LATAM,Colombia,Face,Anti Pigment,The Search is Over,,,,1,Digital,Influencers,Non PM,15-Jun-25,15-Aug-25,9,61,6,Jun,Aug, 45 , -   , 15 , 30 , -   , TRUE ,,,,,,,43%,22%,50%,12%,24.6%, -   , 0.33 , -   , 0.12 , 45.00 , 4.00 , Yes , 0.50 ,  , 138.52 ,  ,  ,  ,   ,  , -   , 1.00 , 1.00 , -   , 4 ,
, ABP 2025 ,2025,LATAM,Derma,LATAM,Colombia,Face,Anti Pigment,Thiamidol Roof,,,,1,Digital,Other Digital,Non PM,15-Jan-25,31-Dec-25,50,350,1,Jan,Dec, 18 , 5 , 4 , 2 , 6 , TRUE ,,,,,,,100%,21%,9%,2%,24.6%, -   , 1.00 , -   , 0.12 , 18.36 , 1.00 , Yes , -   ,  , -   ,  ,  ,  ,   ,  , 1.00 , 1.00 , 1.00 , 1.00 , 6 ,
, ABP 2025 ,2025,LATAM,Derma,LATAM,Colombia,Sun,Sun,Hydro Fluid Tinted (Bacalar),,,,1,Digital,PM & FF,PM Advanced,1-Jun-25,31-Dec-25,30,213,6,Jun,Dec, 63 , -   , 13 , 28 , 22 , TRUE ,,,,,,,54%,53%,84%,27%,31.5%, -   , 0.20 , -   , 0.09 , 62.63 , 12.00 , No , 3.53 , 191.63 ," 1,821.72 ",###############################################################################################################################################################################################################################################################, Mexico , Marbella Montes , Mexico Derma , Susana Alfaro , -   , 1.00 , 1.00 , 1.00 , 1 ,
, ABP 2025 ,2025,LATAM,Derma,LATAM,Colombia,Sun,Sun,Hydro Fluid Tinted (Bacalar),,,,1,Digital,Influencers,Non PM,1-Jun-25,31-Dec-25,30,213,6,Jun,Dec, 45 , -   , 10 , 20 , 15 , TRUE ,,,,,,,23%,20%,84%,27%,31.5%, -   , 0.20 , -   , 0.09 , 45.00 , 12.00 , No , 3.53 , 191.63 ," 1,821.72 ",###############################################################################################################################################################################################################################################################, Mexico , Marbella Montes , Mexico Derma , Susana Alfaro , -   , 1.00 , 1.00 , 1.00 , 4 ,
, ABP 2025 ,2025,LATAM,Derma,LATAM,Colombia,Sun,Sun,Sun Range,,,,1,Digital,Other Digital,Non PM,15-Jan-25,30-Mar-25,11,74,1,Jan,Mar, 19 , 19 , -   , -   , -   , TRUE ,,,,,,,55%,9%,16%,5%,31.5%, -   , 0.50 , -   , 0.09 , 19.44 , 7.00 , Yes , -   ,  , -   ,  ,  ,  ,   ,  , 1.00 , -   , -   , -   , 6 ,
, ABP 2025 ,2025,LATAM,Derma,LATAM,Colombia,X-Cat,Brand (Institutional),Eucerin brand AWON,,,,1,Digital,Other Digital,Non PM,1-Oct-25,31-Dec-25,13,91,10,Oct,Dec, 11 , -   , -   , -   , 11 , TRUE ,,,,,,,100%,100%,50%,50%,100.0%, -   , 1.00 , -   , 0.29 , 10.80 , 3.00 , No , 2.00 , 10.80 , 11.09 ,###############################################################################################################################################################################################################################################################, Colombia , Zulema Torres (TBC) , Ecuador Derma , TBC , -   , -   , -   , 1.00 , 6 ,
, ABP 2025 ,2025,LATAM,Derma,LATAM,Colombia,X-Cat,Brand (Institutional),Yo voy al derm,,,,1,Digital,Other Digital,Non PM,1-Jun-25,30-Aug-25,13,90,6,Jun,Aug, 11 , -   , 2 , 9 , -   , TRUE ,,,,,,,100%,100%,50%,50%,100.0%, -   , 1.00 , -   , 0.29 , 10.80 , 2.00 , No , 2.50 , 10.80 , 79.15 ,###############################################################################################################################################################################################################################################################, Colombia , Zulema Torres (TBC) , Peru Derma , TBC , -   , 1.00 , 1.00 , -   , 6 ,
, ABP 2025 ,2025,LATAM,Derma,LATAM,Ecuador,Body,Body Range,Search AWON,,,,1,Digital,Other Digital,Non PM,15-Jan-25,31-Dec-25,50,350,1,Jan,Dec, 26 , 6 , 7 , 7 , 7 , TRUE ,,,,,,,100%,100%,100%,39%,38.5%, -   , 1.00 , -   , 0.22 , 26.33 , 1.00 , Yes , -   ,  , -   ,  ,  ,  ,   ,  , 1.00 , 1.00 , 1.00 , 1.00 , 6 ,
, ABP 2025 ,2025,LATAM,Derma,LATAM,Ecuador,Face,Acne,Dermopure Body (Bacne),,,,1,Digital,PM & FF,PM Advanced,1-Apr-25,15-Jun-25,11,75,4,Apr,Jun, 42 , -   , 42 , -   , -   , TRUE ,,,,,,,47%,86%,30%,10%,17.9%, -   , 0.33 , -   , 0.12 , 41.57 , 3.00 , No , 2.57 , 88.57 ," 1,687.20 ",###############################################################################################################################################################################################################################################################, Brazil , Daniela Antonio , Brazil Derma , Rodrigo Fraga , -   , 1.00 , -   , -   , 1 ,
, ABP 2025 ,2025,LATAM,Derma,LATAM,Ecuador,Face,Acne,Dermopure RL,,,,1,Digital,PM & FF,PM Advanced,1-Oct-25,31-Dec-25,13,91,10,Oct,Dec, 46 , -   , -   , -   , 46 , TRUE ,,,,,,,92%,86%,64%,12%,17.9%, -   , 0.33 , -   , 0.12 , 46.19 , 4.00 , No , 1.83 , 100.19 , 128.63 ,###############################################################################################################################################################################################################################################################, Colombia , Zulema Torres (TBC) , Peru Derma , TBC , -   , -   , -   , 1.00 , 1 ,
, ABP 2025 ,2025,LATAM,Derma,LATAM,Ecuador,Face,Acne,Dermopure RL,,,,1,Digital,Influencers,Non PM,1-Oct-25,31-Dec-25,13,91,10,Oct,Dec, 8 , -   , -   , -   , 8 , TRUE ,,,,,,,8%,5%,64%,12%,17.9%, -   , 0.33 , -   , 0.12 , 8.00 , 4.00 , No , 1.83 , 100.19 , 128.63 ,###############################################################################################################################################################################################################################################################, Colombia , Zulema Torres (TBC) , Peru Derma , TBC , -   , -   , -   , 1.00 , 4 ,
, ABP 2025 ,2025,LATAM,Derma,LATAM,Ecuador,Face,Anti Age,Elasticity Motown,,,,1,Digital,PM & FF,PM Advanced,1-Apr-25,15-Jun-25,11,75,4,Apr,Jun, 42 , -   , 42 , -   , -   , TRUE ,,,,,,,100%,90%,15%,10%,62.3%, -   , 0.50 , -   , 0.12 , 41.57 , 6.00 , No , 2.00 , 82.57 , 236.00 ,###############################################################################################################################################################################################################################################################, Mexico , Marbella Montes , Mexico Derma , Susana Alfaro , -   , 1.00 , -   , -   , 1 ,
, ABP 2025 ,2025,LATAM,Derma,LATAM,Ecuador,Face,Anti Age,Epigenetics,,,,1,Digital,PM & FF,PM Advanced,1-Jan-25,30-Mar-25,13,88,1,Jan,Mar, 60 , 60 ,,,, TRUE ,,,,,,,88%,90%,85%,53%,62.3%, -   , 0.10 , -   , 0.12 , 60.05 , 21.00 , Yes , -   ,  , -   ,  ,  ,  ,   ,  , 1.00 , -   , -   , -   , 1 ,
, ABP 2025 ,2025,LATAM,Derma,LATAM,Ecuador,Face,Anti Age,Epigenetics,,,,2,Digital,PM & FF,PM Advanced,1-Jul-25,30-Oct-25,17,121,7,Jul,Oct, 60 ,,, 42 , 18 , TRUE ,,,,,,,88%,90%,85%,53%,62.3%, -   , 0.10 , -   , 0.12 , 60.05 , 21.00 , Yes , -   ,  , -   ,  ,  ,  ,   ,  , -   , -   , 1.00 , 1.00 , 1 ,
, ABP 2025 ,2025,LATAM,Derma,LATAM,Ecuador,Face,Anti Age,Epigenetics,,,,1,Digital,Other Digital,Non PM,1-Apr-25,31-Dec-25,39,274,4,Apr,Dec, 14 , -   , 7 , 2 , 5 , TRUE ,,,,,,,3%,3%,85%,53%,62.3%, -   , 0.10 , -   , 0.12 , 13.86 , 21.00 , Yes , -   ,  , -   ,  ,  ,  ,   ,  , -   , 1.00 , 1.00 , 1.00 , 6 ,
, ABP 2025 ,2025,LATAM,Derma,LATAM,Ecuador,Face,Anti Age,Epigenetics,,,,1,Digital,Influencers,Non PM,1-Jan-25,30-Mar-25,13,88,1,Jan,Mar, 10 , 10 ,,,, TRUE ,,,,,,,5%,4%,85%,53%,62.3%, -   , 0.10 , -   , 0.12 , 10.00 , 21.00 , Yes , -   ,  , -   ,  ,  ,  ,   ,  , 1.00 , -   , -   , -   , 4 ,
, ABP 2025 ,2025,LATAM,Derma,LATAM,Ecuador,Face,Anti Age,Epigenetics,,,,2,Digital,Influencers,Non PM,1-Jul-25,30-Oct-25,17,121,7,Jul,Oct, 12 ,,, 6 , 6 , TRUE ,,,,,,,5%,4%,85%,53%,62.3%, -   , 0.10 , -   , 0.12 , 12.00 , 21.00 , Yes , -   ,  , -   ,  ,  ,  ,   ,  , -   , -   , 1.00 , 1.00 , 4 ,
, ABP 2025 ,2025,LATAM,Derma,LATAM,Ecuador,Face,Anti Pigment,The Search is Over,,,,1,Digital,Other Digital,Non PM,15-Jun-25,15-Aug-25,9,61,6,Jun,Aug, 60 , -   , 14 , 46 , -   , TRUE ,,,,,,,69%,46%,51%,10%,19.7%, -   , 0.33 , -   , 0.12 , 60.05 , 4.00 , Yes , 0.50 ,  , 138.52 ,  ,  ,  ,   ,  , -   , 1.00 , 1.00 , -   , 6 ,
, ABP 2025 ,2025,LATAM,Derma,LATAM,Ecuador,Face,Anti Pigment,The Search is Over,,,,1,Digital,Influencers,Non PM,15-Jun-25,15-Aug-25,9,61,6,Jun,Aug, 8 , -   , 4 , 4 , -   , TRUE ,,,,,,,9%,5%,51%,10%,19.7%, -   , 0.33 , -   , 0.12 , 8.00 , 4.00 , Yes , 0.50 ,  , 138.52 ,  ,  ,  ,   ,  , -   , 1.00 , 1.00 , -   , 4 ,
, ABP 2025 ,2025,LATAM,Derma,LATAM,Ecuador,Face,Anti Pigment,Thiamidol Roof,,,,1,Digital,Other Digital,Non PM,15-Jan-25,31-Dec-25,50,350,1,Jan,Dec, 19 , 6 , 5 , 2 , 7 , TRUE ,,,,,,,100%,46%,11%,2%,19.7%, -   , 1.00 , -   , 0.12 , 19.40 , 1.00 , Yes , -   ,  , -   ,  ,  ,  ,   ,  , 1.00 , 1.00 , 1.00 , 1.00 , 6 ,
, ABP 2025 ,2025,LATAM,Derma,LATAM,Ecuador,Sun,Sun,Hydro Fluid Tinted (Bacalar),,,,1,Digital,PM & FF,PM Advanced,1-Jun-25,31-Dec-25,30,213,6,Jun,Dec, 92 , -   , 23 , 42 , 28 , TRUE ,,,,,,,90%,78%,76%,76%,100.0%, -   , 0.20 , -   , 0.09 , 92.39 , 12.00 , No , 3.53 , 179.39 ," 1,821.72 ",###############################################################################################################################################################################################################################################################, Mexico , Marbella Montes , Mexico Derma , Susana Alfaro , -   , 1.00 , 1.00 , 1.00 , 1 ,
, ABP 2025 ,2025,LATAM,Derma,LATAM,Ecuador,Sun,Sun,Hydro Fluid Tinted (Bacalar),,,,1,Digital,Influencers,Non PM,1-Jun-25,31-Dec-25,30,213,6,Jun,Dec, 8 , -   , 3 , 4 , 1 , TRUE ,,,,,,,4%,3%,76%,76%,100.0%, -   , 0.20 , -   , 0.09 , 8.00 , 12.00 , No , 3.53 , 179.39 ," 1,821.72 ",###############################################################################################################################################################################################################################################################, Mexico , Marbella Montes , Mexico Derma , Susana Alfaro , -   , 1.00 , 1.00 , 1.00 , 4 ,
, ABP 2025 ,2025,LATAM,Derma,LATAM,Ecuador,Sun,Sun,Sun Range,,,,1,Digital,Other Digital,Non PM,15-Jan-25,30-Mar-25,11,74,1,Jan,Mar, 35 , 35 , -   , -   , -   , TRUE ,,,,,,,60%,15%,24%,24%,100.0%, -   , 0.50 , -   , 0.09 , 34.65 , 7.00 , Yes , -   ,  , -   ,  ,  ,  ,   ,  , 1.00 , -   , -   , -   , 6 ,
, ABP 2025 ,2025,LATAM,Derma,LATAM,Ecuador,X-Cat,Brand (Institutional),Eucerin brand AWON,,,,1,Digital,Other Digital,Non PM,1-Oct-25,31-Dec-25,13,91,10,Oct,Dec, 11 , -   , -   , -   , 11 , TRUE ,,,,,,,100%,100%,50%,50%,100.0%, -   , 1.00 , -   , 0.29 , 11.09 , 3.00 , No , 2.00 , 11.09 , 11.09 ,###############################################################################################################################################################################################################################################################, Colombia , Zulema Torres (TBC) , Ecuador Derma , TBC , -   , -   , -   , 1.00 , 6 ,
, ABP 2025 ,2025,LATAM,Derma,LATAM,Ecuador,X-Cat,Brand (Institutional),Yo Voy al Derm,,,,1,Digital,Other Digital,Non PM,1-Jun-25,30-Aug-25,13,90,6,Jun,Aug, 11 , -   , -   , 2 , 9 , TRUE ,,,,,,,100%,100%,50%,50%,100.0%, -   , 1.00 , -   , 0.29 , 11.09 , 2.00 , No , 2.50 , 11.09 , 79.15 ,###############################################################################################################################################################################################################################################################, Colombia , Zulema Torres (TBC) , Peru Derma , TBC , -   , 1.00 , 1.00 , -   , 6 ,
, ABP 2025 ,2025,AME,Derma,AME,Egypt,Face,Acne,Dermo Purifyer,,,,1,Digital,Other Digital,Non PM,15-Sep-25,15-Oct-25,4,30,9,Sep,Oct,35,,, 20 , 15 , TRUE ,,,,,,,50%,50%,100%,15%,15.3%, -   , 0.25 , -   , 0.08 , 35.00 , 10.00 , No , 3.00 , 161.00 , 161.00 ,  ,  ,  , Egypt Derma ,  , -   , -   , 1.00 , 1.00 , 6 ,
, ABP 2025 ,2025,AME,Derma,AME,Egypt,Face,Acne,Dermo Purifyer,,,,1,Digital,Influencers,Non PM,15-Sep-25,31-Oct-25,7,46,9,Sep,Oct,36,,, 18 , 18 , TRUE ,,,,,,,50%,50%,100%,15%,15.3%, -   , 0.25 , -   , 0.08 , 36.00 , 10.00 , No , 3.00 , 161.00 , 161.00 ,  ,  ,  , Egypt Derma ,  , -   , -   , 1.00 , 1.00 , 4 ,
, ABP 2025 ,2025,AME,Derma,AME,Egypt,Face,Anti Age,Silver Range,,,,1,Digital,PM & FF,PM Advanced,15-Jan-25,28-Feb-25,6,44,1,Jan,Feb,100, 100 ,,,, TRUE ,,,,,,,52%,52%,100%,35%,34.8%, -   , 0.25 , -   , 0.08 , 100.00 , 4.00 , Yes , -   ,  , -   ,  ,  ,  ,   ,  , 1.00 , -   , -   , -   , 1 ,
, ABP 2025 ,2025,AME,Derma,AME,Egypt,Face,Anti Age,Silver Range,,,,1,Digital,Influencers,Non PM,15-Jan-25,31-Mar-25,11,75,1,Jan,Mar,91, 91 ,,,, TRUE ,,,,,,,48%,48%,100%,35%,34.8%, -   , 0.25 , -   , 0.08 , 91.00 , 4.00 , Yes , -   ,  , -   ,  ,  ,  ,   ,  , 1.00 , -   , -   , -   , 4 ,
, ABP 2025 ,2025,AME,Derma,AME,Egypt,Face,Sun,Sun Roof,,,,1,Digital,Other Digital,Non PM,1-Jul-25,31-Jul-25,4,30,7,Jul,Jul,40,,, 40 ,, TRUE ,,,,,,,50%,50%,100%,15%,15.2%, -   , 0.25 , -   , 0.08 , 40.00 , 6.00 , No , 4.00 , 160.00 , 200.00 ,  ,  ,  , Middle East Derma ,  , -   , -   , 1.00 , -   , 6 ,
, ABP 2025 ,2025,AME,Derma,AME,Egypt,Face,Sun,Sun Roof,,,,1,Digital,Influencers,Non PM,1-Jul-25,31-Aug-25,9,61,7,Jul,Aug,50,,, 50 ,, TRUE ,,,,,,,50%,50%,100%,15%,15.2%, -   , 0.25 , -   , 0.08 , 50.00 , 6.00 , No , 4.00 , 160.00 , 200.00 ,  ,  ,  , Middle East Derma ,  , -   , -   , 1.00 , -   , 4 ,
, ABP 2025 ,2025,AME,Derma,AME,Egypt,Face,Anti Pigment,Thiamidol Roof,,,,1,Digital,Other Digital,Non PM,15-Apr-25,30-May-25,6,45,4,Apr,May,70,, 70 ,,, TRUE ,,,,,,,52%,52%,100%,35%,34.8%, -   , 0.25 , -   , 0.08 , 70.00 , 8.00 , No , 4.00 , 366.00 ," 1,110.00 ",  ,  ,  , Middle East Derma ,  , -   , 1.00 , -   , -   , 6 ,
, ABP 2025 ,2025,AME,Derma,AME,Egypt,Face,Anti Pigment,Thiamidol Roof,,,,1,Digital,Influencers,Non PM,15-Apr-25,30-Jun-25,11,76,4,Apr,Jun,91,, 91 ,,, TRUE ,,,,,,,48%,48%,100%,35%,34.8%, -   , 0.25 , -   , 0.08 , 91.00 , 8.00 , No , 4.00 , 366.00 ," 1,110.00 ",  ,  ,  , Middle East Derma ,  , -   , 1.00 , -   , -   , 4 ,
, ABP 2025 ,2025,ASEAN,Derma,ASEAN,Malaysia,Face,Anti Pigment,Booster Serum,,,,1,Digital,PM & FF,PM Advanced,1-Jan-25,28-Feb-25,8,58,1,Jan,Feb, 203 , 203 ,,,, TRUE ,,,,,,,60%,66%,60%,27%,43.8%, -   , 0.05 , -   , 0.03 , 203.00 , 11.00 , Yes , -   ,  , -   ,  ,  ,  ,   ,  , 1.00 , -   , -   , -   , 1 ,
, ABP 2025 ,2025,ASEAN,Derma,ASEAN,Malaysia,Face,Anti Pigment,Booster Serum,,,,2,Digital,PM & FF,PM Advanced,1-May-25,30-Jun-25,9,60,5,May,Jun, 196 ,, 196 ,,, TRUE ,,,,,,,60%,66%,60%,27%,43.8%, -   , 0.05 , -   , 0.03 , 196.00 , 11.00 , Yes , -   ,  , -   ,  ,  ,  ,   ,  , -   , 1.00 , -   , -   , 1 ,
, ABP 2025 ,2025,ASEAN,Derma,ASEAN,Malaysia,Face,Anti Pigment,Booster Serum,,,,3,Digital,PM & FF,PM Advanced,1-Oct-25,30-Nov-25,9,60,10,Oct,Nov, 185 ,,,, 185 , TRUE ,,,,,,,60%,66%,60%,27%,43.8%, -   , 0.05 , -   , 0.03 , 185.00 , 11.00 , Yes , -   ,  , -   ,  ,  ,  ,   ,  , -   , -   , -   , 1.00 , 1 ,
, ABP 2025 ,2025,ASEAN,Derma,ASEAN,Malaysia,Face,Anti Pigment,Booster Serum,,,,1,Digital,Other Digital,Non PM,1-Jan-25,28-Feb-25,8,58,1,Jan,Feb, 23 , 23 ,,,, TRUE ,,,,,,,7%,7%,60%,27%,43.8%, -   , 0.05 , -   , 0.03 , 23.00 , 11.00 , Yes , -   ,  , -   ,  ,  ,  ,   ,  , 1.00 , -   , -   , -   , 6 ,
, ABP 2025 ,2025,ASEAN,Derma,ASEAN,Malaysia,Face,Anti Pigment,Booster Serum,,,,2,Digital,Other Digital,Non PM,1-May-25,30-Jun-25,9,60,5,May,Jun, 22 ,, 22 ,,, TRUE ,,,,,,,7%,7%,60%,27%,43.8%, -   , 0.05 , -   , 0.03 , 22.00 , 11.00 , Yes , -   ,  , -   ,  ,  ,  ,   ,  , -   , 1.00 , -   , -   , 6 ,
